Cluster ID	Status	Cluster name	Size	Cluster members	Organisms	Length	Identity
UniRef50_P83561	reviewed	Cluster: Beta-hexatoxin-Mg1a	3	P83561; P61232; Q75WH2	Macrothele gigas (Spider); Macrothele raveni (Spider)	79	50%
UniRef50_P83562	reviewed	Cluster: U7-hextatoxin-Mg1a	1	P83562	Macrothele gigas (Spider)	82	50%
UniRef50_P83563	partially reviewed	Cluster: Allergen Api m 6	4	P83563; Q27SJ8; Q27SJ7; UPI0003DF6277	Apis mellifera (Honeybee); Apis dorsata (Giant honeybee)	71	50%
UniRef50_P83580	partially reviewed	Cluster: Omega-hexatoxin-Ar1a	31	P83580; A5A3H2; P0DMQ3; A5A3H1; S0F1N4; A5A3H4; S0F205; S0F1N1; S0F212; S0F211; S0F1N7; P81597; S0F1M4; A5A3H5; A5A3H3; P56207; S0F1N0; S0F1N6; S0F204; S0F215; S0F1M8; P0DMQ0; P0DMQ1; P0DMQ2; S0F214; S0F1M6; S0F207; S0F1N5; S0F208; S0F209; S0F1N2	Atrax robustus (Sydney funnel-web spider); Hadronyche modesta (Victorian funnel-web spider); Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensa); Hadronyche venenata (Tasmanian funnel-web spider); Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus)	85	50%
UniRef50_P83619	reviewed	Cluster: M-ctenitoxin-Cs1a	8	P83619; B3EWU1; P83620; B3EWU5; P83622; B3EWU2; P83621; B3EWU3	Cupiennius salei (American wandering spider)	35	50%
UniRef50_P83655	reviewed	Cluster: Potassium channel toxin kappa-KTx 1.3	3	P83655; P82851; P82850	Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion); Heterometrus fulvipes (Indian black scorpion)	23	50%
UniRef50_P83659	partially reviewed	Cluster: Cyphokinin	11	P83659; P12797; P42717; P84823; S7JXH5; P86815; P86814; P85873; P86818; P86817; P86816	Cyphononyx dorsalis (Spider wasp) (Cyphononyx fulvognathus); Megascolia flavifrons (Garden dagger wasp) (Solitary wasp); Parapolybia indica (Lesser paper wasp); Ascaphus truei (Coastal tailed frog); Chlamydia psittaci 08-2626_L3; Physalaemus signifer (Girards dwarf frog); Polistes major (Neotropical social wasp)	11	50%
UniRef50_P83663	reviewed	Cluster: Ranacyclin-E	3	P83663; P56641; P84815	Pelophylax esculentus (Edible frog) (Rana esculenta); Conus aulicus (Princely cone); Rana sevosa (Dusky gopher frog)	17	50%
UniRef50_P83717	reviewed	Cluster: 2.39 kDa venom peptide	1	P83717	Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion)	22	50%
UniRef50_P83718	reviewed	Cluster: 2.4 kDa venom peptide	1	P83718	Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion)	22	50%
UniRef50_P83893	reviewed	Cluster: U9-ctenitoxin-Pr1a	1	P83893	Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi)	64	50%
UniRef50_P83895	reviewed	Cluster: U1-ctenitoxin-Pk1a	1	P83895	Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii)	45	50%
UniRef50_P83906	partially reviewed	Cluster: Vascular endothelial growth factor A	45	P83906; F6T3X0; A0A098LY19; R4FJK6; K4I0S6; UPI000395D6FC; UPI0003510379; Q540I2; P67965-2; G1NEI1; UPI0004F11156; Q6H8S7; O42572; A1XP54; D2W906; D2W909; D2W905; A0A098M126; UPI0004422D97; UPI0004419374; UPI000388B50C; K7G659; UPI00042BEA44; UPI00042C2248; UPI0003D0F403; UPI00042B9FB7; R4G7F5; U3FVD7; R4G7J7; R4FJE6; U3FYN7; C0K3N4; U3TBX0; A0A0A1WCF9; J3SBQ6; A0A077L6N5; A0A0B8RRY6; C0K3N5; U3TAE4; P67860-2; A0A098LYJ8; A0A0F7Z2N5; V8P6V3; UPI0005776323; UPI0005761975	Bitis gabonica (Gaboon adder) (Gaboon viper); Ornithorhynchus anatinus (Duckbill platypus); Eublepharis macularius (Leopard gecko) (Cyrtodactylus macularius); Denisonia devisi (De Vis banded snake); Abronia graminea (Terrestrial arboreal alligator lizard) (Gerrhonotus gramineus); Pseudopodoces humilis (Tibetan ground jay) (Podoces humilis); Anas platyrhynchos (Mallard) (Anas boschas); Gallus gallus (Chicken); ?; Meleagris gallopavo (Common turkey); Serinus canaria (Island canary) (Fringilla canaria); Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri); Xenopus laevis (African clawed frog); Ctenotus taeniolatus; Saiphos equalis; Eulamprus tympanum; Hypsiglena sp. JMG-2014; Python bivittatus (Burmese python) (Python molurus bivittatus); Chrysemys picta bellii (Western painted turtle) (Emys bellii); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis); Chelonia mydas (Green sea-turtle) (Chelonia agassizi); Alligator mississippiensis (American alligator); Cacophis squamulosus; Micrurus fulvius (Eastern coral snake) (Coluber fulvius); Pseudonaja modesta; Brachyurophis roperi (Northern shovel-nosed snake); Agkistrodon piscivorus piscivorus (Eastern cottonmouth); Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis); Echis coloratus (Carpet viper); Crotalus adamanteus (Eastern diamondback rattlesnake); Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans); Boiga irregularis (Brown tree snake); Vipera ammodytes ammodytes (Western sand viper); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Pantherophis guttatus (Corn snake); Ophiophagus hannah (King cobra) (Naja hannah); Esox lucius (Northern pike)	191	50%
UniRef50_P83909	reviewed	Cluster: U2-ctenitoxin-Pr1a	3	P83909; P85269; P85268	Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi); Ctenus ornatus (Brazilian spider) (Oligoctenus ornatus)	40	50%
UniRef50_P83911	reviewed	Cluster: Omega-ctenitoxin-Pr1a	1	P83911	Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi)	43	50%
UniRef50_P83919	reviewed	Cluster: U2-ctenitoxin-Cs1a (Fragments)	6	P83919; B3EWS8; B3EWS5; B3EWH0; B3EWS6; B3EWS7	Cupiennius salei (American wandering spider); Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus)	63	50%
UniRef50_P83942	partially reviewed	Cluster: Snake venom vascular endothelial growth factor toxin HF	12	P83942; P82475; UPI000522B21A; Q6YLN3; Q8WMQ4; A0A0D3RAK9; Q9N1S1; Q9N1S2; H0YBI8; O88911; UPI00053FD7D1; UPI00038EB7C6	Vipera aspis aspis (Aspic viper); Macrovipera lebetina (Levantine viper) (Vipera lebetina); Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor); Mus musculus (Mouse); Sus scrofa (Pig); Lerista bougainvillii; Capreolus capreolus (Roe deer); Homo sapiens (Human); Rattus norvegicus (Rat); Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis); Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	110	50%
UniRef50_P83952	reviewed	Cluster: Omwaprin-a	1	P83952	Oxyuranus microlepidotus (Inland taipan)	50	50%
UniRef50_P83996	reviewed	Cluster: U17-ctenitoxin-Pn1a	4	P83996; P86418; P83892; P83910	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer); Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi); Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii)	36	50%
UniRef50_P83997	partially reviewed	Cluster: U19-ctenitoxin-Pn1a	4	P83997; W4VSC2; S5MYG5; S5MK94	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer); Trittame loki (Brush-footed trapdoor spider); Dolomedes mizhoanus	68	50%
UniRef50_P83998	reviewed	Cluster: U14-ctenitoxin-Pn1a	1	P83998	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	35	50%
UniRef50_P83999	reviewed	Cluster: U18-ctenitoxin-Pn1a (Fragment)	1	P83999	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	47	50%
UniRef50_P84000	reviewed	Cluster: U10-ctenitoxin-Pr1a (Fragment)	1	P84000	Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi)	34	50%
UniRef50_P84001	reviewed	Cluster: U3-ctenitoxin-Asp1a (Fragment)	1	P84001	Ancylometes sp. (South American fishing spider)	50	50%
UniRef50_P84012	reviewed	Cluster: U7-ctenitoxin-Pk1a	4	P84012; P83904; P83896; P84028	Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii); Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi); Ancylometes sp. (South American fishing spider)	54	50%
UniRef50_P84026	partially reviewed	Cluster: Thrombin inhibitor subunit 1 (Fragment)	2	P84026; M0RM33	Bothrops jararaca (Jararaca) (Bothrops jajaraca); Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)	15	50%
UniRef50_P84027	reviewed	Cluster: U1-ctenitoxin-Asp1a (Fragment)	1	P84027	Ancylometes sp. (South American fishing spider)	37	50%
UniRef50_P84031	reviewed	Cluster: U7-ctenitoxin-Pr1a	5	P84031; P84014; P83901; P83902; P84011	Phoneutria reidyi (Brazilian Amazonian armed spider) (Ctenus reidyi); Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii); Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	58	50%
UniRef50_P84032	reviewed	Cluster: U24-ctenitoxin-Pn1a	1	P84032	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	128	50%
UniRef50_P84034	reviewed	Cluster: Delta-ctenitoxin-Pn1b	4	P84034; P85262; P85265; P83905	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer); Ctenus ornatus (Brazilian spider) (Oligoctenus ornatus); Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii)	48	50%
UniRef50_P84035	reviewed	Cluster: Snake venom metalloproteinase basparin-A (Fragments)	1	P84035	Bothrops asper (Terciopelo)	63	50%
UniRef50_P84038	reviewed	Cluster: Snaclec lebecetin subunit alpha (Fragment)	3	P84038; Q7LZI6; P84037	Macrovipera lebetina (Levantine viper) (Vipera lebetina); Protobothrops tokarensis (Tokara habu) (Trimeresurus tokarensis)	42	50%
UniRef50_P84062	reviewed	Cluster: U5-ctenitoxin-Pk1a	1	P84062	Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii)	78	50%
UniRef50_P84063	reviewed	Cluster: U5-ctenitoxin-Pk1b (Fragment)	1	P84063	Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii)	30	50%
UniRef50_P84189	reviewed	Cluster: Hypotensin-1	2	P84189; P84190	Tityus serrulatus (Brazilian scorpion)	25	50%
UniRef50_P84197	reviewed	Cluster: Conotoxin Rg11a	1	P84197	Conus regius (Crown cone)	44	50%
UniRef50_P84388	partially reviewed	Cluster: Polybine-1	4	P84388; A0A0A8Z6A4; A0A0E9QV57; A0A061RXB1	Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp); Arundo donax (Giant reed) (Donax arundinaceus); Anguilla anguilla (European freshwater eel) (Muraena anguilla); Tetraselmis sp. GSL018	14	50%
UniRef50_P84389	partially reviewed	Cluster: Polybine-2	2	P84389; C4J187	Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp); Zea mays (Maize)	14	50%
UniRef50_P84397	reviewed	Cluster: Acidic phospholipase A2 2 (Fragments)	1	P84397	Bothrops insularis (Golden lancehead) (Lachesis insularis)	107	50%
UniRef50_P84471	reviewed	Cluster: Kunitz-type serine protease inhibitor homolog T1-1 B chain (Fragment)	3	P84471; P84470; P84473	Bungarus candidus (Malayan krait)	15	50%
UniRef50_P84507	reviewed	Cluster: Beta-theraphotoxin-Cm1a	7	P84507; P84508; P84510; B3EWN0; B3EWN2; P60975; P83745	Ceratogyrus marshalli (Straighthorned baboon tarantula) (Ceratogyrus cornuatus); Paraphysa scrofa (Chilean copper tarantula) (Phrixotrichus auratus); Pterinochilus murinus (Mombasa golden starburst baboon spider); Haplopelma lividum (Cobalt blue tarantula); Haplopelma hainanum (Chinese bird spider) (Selenocosmia hainana); Theraphosa blondi (Goliath birdeating spider)	33	50%
UniRef50_P84646	partially reviewed	Cluster: Alpha-toxin OD1	23	P84646; P09982; P59355; D8UWD3; G4V3T9; P01486; P15224; P54135; M1JMR8; P01482; P01481; P0DJH8; P01489; P84614; P83644; P15227; P59360; Q6IZE0; P58488; P82815; D8UWD8; P60277; P01490	Odontobuthus doriae (Yellow Iranian scorpion); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Leiurus quinquestriatus hebraeus (Yellow scorpion); Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Buthus occitanus tunetanus (Common European scorpion); Orthochirus scrobiculosus (Central Asian scorpion); Androctonus crassicauda (Arabian fat-tailed scorpion); Androctonus mauretanicus mauretanicus (Scorpion); Leiurus quinquestriatus quinquestriatus (Egyptian scorpion) (Deathstalker scorpion); Buthacus macrocentrus (Turkish scorpion); Hottentotta tamulus sindicus (Scorpion) (Buthus sindicus); Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus)	65	50%
UniRef50_P84685	reviewed	Cluster: Toxin To6	6	P84685; C9X4K8; H1ZZI7; H1ZZI6; C9X4K7; P84688	Tityus obscurus (Amazonian scorpion) (Tityus cambridgei); Tityus discrepans (Venezuelan scorpion); Tityus pachyurus (Colombian scorpion)	85	50%
UniRef50_P84698	reviewed	Cluster: Conotoxin de13a	1	P84698	Conus delessertii (Sozons cone) (Conus sozoni)	34	50%
UniRef50_P84704	reviewed	Cluster: Kappa-conotoxin vil14a	2	P84704; P0C6S2	Conus villepinii (Villepins cone); Conus cancellatus (Cancellate cone) (Conus austini)	27	50%
UniRef50_P84707	reviewed	Cluster: Conotoxin flf14c	1	P84707	Conus anabathrum floridanus (Florida cone) (Conus floridanus floridensis)	27	50%
UniRef50_P84713	reviewed	Cluster: Kappa-conotoxin Mo1659	1	P84713	Conus monile (Necklace cone)	13	50%
UniRef50_P84715	partially reviewed	Cluster: C-type natriuretic peptide	7	P84715; F7DB72; UPI000223EF34; G1NYC1; UPI0003C4C2D4; UPI00046BD281; Q6DF98	Ornithorhynchus anatinus (Duckbill platypus); Myotis lucifugus (Little brown bat); Eptesicus fuscus (Big brown bat) (Vespertilio fuscus); Xenopus laevis (African clawed frog)	121	50%
UniRef50_P84745	partially reviewed	Cluster: 1095.6 Da venom vasodilator peptide	68	P84745; R7UWQ1; A0A0C2GIC5; H2LD23; G5BH25; H9L019; UPI0005D0E713; UPI0003C26C81; UPI0003957FBA; G1MPS0; UPI0004F11783; UPI00042C2371; UPI0004CD3558; UPI000626C913; A0A0B2VI54; F1L4W5; A0A085NN85; A0A084W236; W5J3U5; Q7PXR9; UPI00054C6306; UPI000496C162; UPI0003BD4A0B; I3J3I3; A0A060XUP6; I3J3I2; UPI000329FA7F; UPI0003EBBF95; H2SE87; UPI0000365640; G3NI77; A0A087XIS6; UPI0004A2ADEB; UPI000644AEF7; UPI00064500CC; M3ZNJ6; A0A016VPK0; U6PD64; T1J4C6; W5MRL5; UPI000577CE91; UPI0004951E72; H3A5R8; V5HUS0; B7Q6R7; I1F4I2; E5SFA4; K1PTV1; A0A0D6QZQ8; A0A088A9E0; E2BEJ8; UPI00063F77BE; UPI00022C948B; UPI0003DF7DDF; UPI000252AB5D; UPI000258E7C9; UPI0005F410C3; UPI0005EF2512; UPI000626BE88; F4WBF3; UPI0005901959; E2AZ89; UPI000623121C; A0A026WLI2; E9J3G1; UPI00059593D4; W4VSW3; UPI0005D3C0E8	Bothrops jararacussu (Jararacussu); Capitella teleta (Polychaete worm); Ancylostoma duodenale; Oryzias latipes (Japanese rice fish) (Japanese killifish); Heterocephalus glaber (Naked mole rat); Gallus gallus (Chicken); Aquila chrysaetos canadensis; Alligator sinensis (Chinese alligator); Pseudopodoces humilis (Tibetan ground jay) (Podoces humilis); Meleagris gallopavo (Common turkey); Serinus canaria (Island canary) (Fringilla canaria); Chelonia mydas (Green sea-turtle) (Chelonia agassizi); Microplitis demolitor; Athalia rosae (Turnip sawfly); Toxocara canis (Canine roundworm); Ascaris suum (Pig roundworm) (Ascaris lumbricoides); Trichuris suis (pig whipworm); Anopheles sinensis; Anopheles darlingi (Mosquito); Anopheles gambiae (African malaria mosquito); Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea); Cynoglossus semilaevis (Tongue sole); Haplochromis burtoni (Burtons mouthbrooder); Oreochromis niloticus (Nile tilapia) (Tilapia nilotica); Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri); Maylandia zebra (zebra mbuna); Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi); Takifugu rubripes (Japanese pufferfish) (Fugu rubripes); Gasterosteus aculeatus (Three-spined stickleback); Poecilia formosa (Amazon molly) (Limia formosa); Poecilia reticulata (Guppy) (Acanthophacelus reticulatus); Fundulus heteroclitus (Killifish) (Mummichog); Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus); Ancylostoma ceylanicum; Haemonchus contortus (Barber pole worm); Strigamia maritima (European centipede) (Geophilus maritimus); Lepisosteus oculatus (Spotted gar); Esox lucius (Northern pike); Stegastes partitus (bicolor damselfish); Latimeria chalumnae (West Indian ocean coelacanth); Ixodes ricinus (Common tick); Ixodes scapularis (Black-legged tick) (Deer tick); Amphimedon queenslandica (Sponge); Trichinella spiralis (Trichina worm); Crassostrea gigas (Pacific oyster) (Crassostrea angulata); Araucaria cunninghamii (Hoop pine) (Moreton Bay pine); Apis mellifera (Honeybee); Harpegnathos saltator (Jerdons jumping ant); Monomorium pharaonis (Pharaoh ant); Bombus impatiens (Bumblebee); Apis dorsata (Giant honeybee); Apis florea (Dwarf honeybee); Megachile rotundata (alfalfa leafcutting bee); Vollenhovia emeryi; Wasmannia auropunctata (little fire ant); Orussus abietinus; Acromyrmex echinatior (Panamanian leafcutter ant) (Acromyrmex octospinosus echinatior); Camponotus floridanus (Florida carpenter ant); Linepithema humile (Argentine ant) (Iridomyrmex humilis); Cerapachys biroi (Ant); Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri); Atta cephalotes (Leafcutter ant); Pogonomyrmex barbatus (red harvester ant)	11	50%
UniRef50_P84746	partially reviewed	Cluster: 1370.6 Da venom vasodilator peptide	4	P84746; P84747; A0A0E9TUC2; G1U905	Bothrops jararacussu (Jararacussu); Bothrops moojeni (Lance-headed viper) (Caissaca); Anguilla anguilla (European freshwater eel) (Muraena anguilla); Oryctolagus cuniculus (Rabbit)	12	50%
UniRef50_P84756	reviewed	Cluster: Omega-oxotoxin-Ol1b	1	P84756	Oxyopes lineatus (Lynx spider)	55	50%
UniRef50_P84777	reviewed	Cluster: Potassium channel toxin alpha-KTx 15.6	1	P84777	Tityus discrepans (Venezuelan scorpion)	61	50%
UniRef50_P84803	reviewed	Cluster: Cysteine-rich venom protein 24 (Fragment)	1	P84803	Naja kaouthia (Monocled cobra) (Naja siamensis)	23	50%
UniRef50_P84804	reviewed	Cluster: Cysteine-rich venom protein 23 (Fragment)	1	P84804	Naja haje haje (Egyptian cobra)	14	50%
UniRef50_P84807	reviewed	Cluster: Cysteine-rich venom protein 25-A (Fragment)	6	P84807; P0DL15; P0DL14; P84806; P0DL17; P0DL16	Naja haje haje (Egyptian cobra); Naja annulifera (Banded Egyptian cobra) (Naja haje annulifera); Hemachatus haemachatus (Rinkhals) (Sepedon haemachatus); Naja mossambica (Mozambique spitting cobra)	29	50%
UniRef50_P84810	partially reviewed	Cluster: Lipolysis-activating peptide 1-alpha chain	16	P84810; Q4LCT1; Q4LCS7; Q4LCS9; Q4LCT0; Q6WJF5; B8XH01; Q4LCT3; Q4LCT2; Q4LCS8; D9U2A4; P0CI45; E4VP63; P0C293; P0C292; P0C294	Buthus occitanus tunetanus (Common European scorpion); Androctonus australis (Sahara scorpion); Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Buthus occitanus israelis (Common yellow scorpion); Lychas mucronatus (Chinese swimming scorpion); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Androctonus crassicauda (Arabian fat-tailed scorpion)	91	50%
UniRef50_P84824	partially reviewed	Cluster: Bradykinin-like peptide RD-11	2	P84824; A0A088MIT0	Ascaphus truei (Coastal tailed frog); Eupemphix nattereri (Cuyaba dwarf frog) (Physalaemus nattereri)	11	50%
UniRef50_P84835	reviewed	Cluster: Kappa-theraphotoxin-Pg1a	1	P84835	Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	36	50%
UniRef50_P84843	partially reviewed	Cluster: Vasotab	4	P84843; C1IBZ2; C8YJB3; C8YJB4	Hybomitra bimaculata (Horse fly); Tabanus yao (Horsefly)	76	50%
UniRef50_P84845-2	partially reviewed	Cluster: Isoform Sr5.2 of Conotoxin sr5a	4	P84845-2; C0KYC4; Q9BPG5-2; C0KYC5-2	?; Conus spurius (Alphabet cone)	44	50%
UniRef50_P84851	partially reviewed	Cluster: Nephrotoxin PsTX-115 (Fragments)	2	P84851; I3SXX7	Phyllodiscus semoni (Night anemone); Lotus japonicus (Lotus corniculatus var. japonicus)	23	50%
UniRef50_P84915	partially reviewed	Cluster: Venom protein 13a	5	P84915; P69436; P69036; S4N7F0; P84914	Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp); Agelaia pallipes pallipes (Neotropical social wasp); Protopolybia exigua (Neotropical social wasp); Chlamydia psittaci 06-1683	14	50%
UniRef50_P84919	reviewed	Cluster: Neurotoxin BcIV	2	P84919; P86463	Bunodosoma caissarum (Sea anemone); Bunodosoma cangicum (Sea anemone)	41	50%
UniRef50_P84954	partially reviewed	Cluster: Hyposin-HA1	4	P84954; P84955; P84524; A0A0A9UIB8	Phyllomedusa azurea (Orange-legged monkey frog) (Phyllomedusa hypochondrialis azurea); Phyllomedusa hypochondrialis (Orange-legged leaf frog); Arundo donax (Giant reed) (Donax arundinaceus)	11	50%
UniRef50_P85005	reviewed	Cluster: Zinc metalloproteinase-disintegrin-like proatherocytin (Fragments)	1	P85005	Proatheris superciliaris (Lowland viper)	15	50%
UniRef50_P85006	reviewed	Cluster: 50 kDa venom protease (Fragments)	1	P85006	Proatheris superciliaris (Lowland viper)	28	50%
UniRef50_P85009	reviewed	Cluster: Alpha-conotoxin-like Reg1b/Reg1c	2	P85009; P85010	Conus regius (Crown cone)	12	50%
UniRef50_P85011	reviewed	Cluster: Alpha-conotoxin-like Reg1e	2	P85011; P0C1D0	Conus regius (Crown cone)	12	50%
UniRef50_P85012	reviewed	Cluster: Alpha-conotoxin-like Reg1f	1	P85012	Conus regius (Crown cone)	13	50%
UniRef50_P85017	reviewed	Cluster: Conotoxin Reg12e	2	P85017; Q9BP45	Conus regius (Crown cone); Conus pennaceus (Feathered cone) (Conus episcopus)	16	50%
UniRef50_P85018	partially reviewed	Cluster: Conotoxin Reg12f	4	P85018; I1YB87; I1YB67; I1YB86	Conus regius (Crown cone); Conus betulinus (Beech cone); Conus caracteristicus (Characteristic cone)	17	50%
UniRef50_P85022	partially reviewed	Cluster: Conotoxin Reg12k	2	P85022; I1YBA3	Conus regius (Crown cone); Conus varius (Varius cone)	17	50%
UniRef50_P85030	reviewed	Cluster: U18-ctenitoxin-Co1b	2	P85030; P85029	Ctenus ornatus (Brazilian spider) (Oligoctenus ornatus)	27	50%
